league,season,team,player,nation,pos,age,born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type
ENG-Premier League,2023,Manchester City,Aymeric Laporte,ESP,DF,29,1994,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,defense
ENG-Premier League,2023,Manchester City,Bernardo Silva,POR,"MF,FW",28,1994,28.6,51,23,13,25,13,25,57,43.9,32,32,4,28,17,68,15,1,defense
ENG-Premier League,2023,Manchester City,Cole Palmer,ENG,MF,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ENG-Premier League,2023,Manchester City,Ederson,BRA,GK,29,1993,30.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1,defense
ENG-Premier League,2023,Manchester City,Erling Haaland,NOR,FW,23,2000,28.4,6,3,0,3,3,2,3,66.7,1,11,1,10,2,8,16,0,defense
ENG-Premier League,2023,Manchester City,Jack Grealish,ENG,"FW,MF",27,1995,11.2,13,8,6,7,0,6,12,50.0,6,13,2,11,6,19,5,0,defense
ENG-Premier League,2023,Manchester City,James Mcatee,ENG,MF,20,2002,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
ENG-Premier League,2023,Manchester City,Jeremy Doku,BEL,"FW,MF",21,2002,17.7,39,22,13,12,14,9,20,45.0,11,14,0,14,9,48,5,0,defense
ENG-Premier League,2023,Manchester City,John Stones,ENG,"DF,MF",29,1994,11.8,2,1,1,0,1,0,3,0.0,3,11,7,4,10,12,21,0,defense
ENG-Premier League,2023,Manchester City,Joško Gvardiol,CRO,DF,21,2002,25.9,55,33,21,24,10,21,38,55.3,17,36,12,24,27,82,37,3,defense
ENG-Premier League,2023,Manchester City,Julián Álvarez,ARG,"MF,FW",23,2000,29.4,24,13,5,8,11,8,32,25.0,24,30,0,30,2,26,14,1,defense
ENG-Premier League,2023,Manchester City,Kalvin Phillips,ENG,MF,27,1995,1.0,3,3,1,1,1,0,0,,0,0,0,0,2,5,2,0,defense
ENG-Premier League,2023,Manchester City,Kevin De Bruyne,BEL,MF,32,1991,13.6,14,9,1,5,8,7,20,35.0,13,5,0,5,4,18,4,0,defense
ENG-Premier League,2023,Manchester City,Kyle Walker,ENG,DF,33,1990,30.7,38,24,19,17,2,19,39,48.7,20,19,6,13,27,65,40,1,defense
ENG-Premier League,2023,Manchester City,Manuel Akanji,SUI,"DF,MF",28,1995,27.9,42,28,16,18,8,22,39,56.4,17,28,12,16,23,65,70,3,defense
ENG-Premier League,2023,Manchester City,Mateo Kovačić,CRO,MF,29,1994,17.2,36,25,16,15,5,18,28,64.3,10,23,1,22,10,46,10,0,defense
ENG-Premier League,2023,Manchester City,Matheus Nunes,POR,MF,24,1998,7.3,10,4,1,7,2,5,16,31.3,11,7,1,6,1,11,8,1,defense
ENG-Premier League,2023,Manchester City,Nathan Aké,NED,DF,28,1995,22.7,26,16,15,8,3,13,20,65.0,7,17,2,15,14,40,54,0,defense
ENG-Premier League,2023,Manchester City,Oscar Bobb,NOR,"FW,MF",20,2003,3.4,7,3,1,2,4,2,4,50.0,2,4,0,4,5,12,1,0,defense
ENG-Premier League,2023,Manchester City,Phil Foden,ENG,"FW,MF",23,2000,31.7,31,20,11,10,10,13,31,41.9,18,30,0,30,13,44,18,1,defense
ENG-Premier League,2023,Manchester City,Rico Lewis,ENG,"DF,MF",18,2004,9.0,10,7,4,4,2,3,7,42.9,4,7,1,6,4,14,6,0,defense
ENG-Premier League,2023,Manchester City,Rodri,ESP,MF,27,1996,32.6,70,43,25,33,12,29,60,48.3,31,32,8,24,26,96,41,4,defense
ENG-Premier League,2023,Manchester City,Rúben Dias,POR,DF,26,1997,28.4,39,20,14,21,4,19,26,73.1,7,32,17,15,30,69,77,0,defense
ENG-Premier League,2023,Manchester City,Sergio Gómez,ESP,"FW,MF",22,2000,0.6,1,0,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0,defense
ENG-Premier League,2023,Manchester City,Stefan Ortega,GER,GK,30,1992,7.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,defense
ENG-Premier League,2023,Manchester Utd,Aaron Wan-Bissaka,ENG,DF,25,1997,19.8,42,25,18,20,4,19,26,73.1,7,29,15,14,41,83,68,1,defense
ENG-Premier League,2023,Manchester Utd,Alejandro Garnacho,ARG,FW,19,2004,28.5,22,15,7,6,9,12,45,26.7,33,26,2,24,18,40,18,0,defense
ENG-Premier League,2023,Manchester Utd,Amad Diallo,CIV,"FW,MF",21,2002,4.3,10,3,1,6,3,3,7,42.9,4,3,1,2,1,11,6,0,defense
ENG-Premier League,2023,Manchester Utd,André Onana,CMR,GK,27,1996,38.0,2,0,2,0,0,2,2,100.0,0,0,0,0,0,2,11,2,defense
ENG-Premier League,2023,Manchester Utd,Anthony Martial,FRA,FW,27,1995,5.0,4,1,1,1,2,1,1,100.0,0,4,0,4,0,4,3,0,defense
ENG-Premier League,2023,Manchester Utd,Antony,BRA,FW,23,2000,14.7,40,21,15,19,6,20,40,50.0,20,29,1,28,12,52,9,0,defense
ENG-Premier League,2023,Manchester Utd,Bruno Fernandes,POR,"MF,FW",28,1994,34.6,68,38,27,25,16,30,88,34.1,58,49,6,43,27,95,50,2,defense
ENG-Premier League,2023,Manchester Utd,Casemiro,BRA,"MF,DF",31,1992,22.0,83,56,43,32,8,51,106,48.1,55,74,33,41,18,101,71,1,defense
ENG-Premier League,2023,Manchester Utd,Christian Eriksen,DEN,MF,31,1992,12.7,18,13,5,10,3,12,33,36.4,21,17,6,11,4,22,13,0,defense
ENG-Premier League,2023,Manchester Utd,Daniel Gore,ENG,MF,18,2004,0.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,defense
ENG-Premier League,2023,Manchester Utd,Diogo Dalot,POR,DF,24,1999,35.3,81,51,58,12,11,51,74,68.9,23,44,16,28,37,118,111,0,defense
ENG-Premier League,2023,Manchester Utd,Donny van de Beek,NED,DF,26,1997,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
ENG-Premier League,2023,Manchester Utd,Ethan Wheatley,ENG,FW,17,2006,0.2,1,1,0,1,0,1,1,100.0,0,2,0,2,2,3,0,0,defense
ENG-Premier League,2023,Manchester Utd,Facundo Pellistri,URU,"FW,MF",21,2001,1.9,5,3,4,1,0,1,3,33.3,2,7,1,6,1,6,5,0,defense
ENG-Premier League,2023,Manchester Utd,Hannibal Mejbri,TUN,"MF,FW",20,2003,1.5,3,3,1,2,0,1,3,33.3,2,1,1,0,0,3,0,0,defense
ENG-Premier League,2023,Manchester Utd,Harry Maguire,ENG,DF,30,1993,18.4,24,17,14,10,0,12,22,54.5,10,33,24,9,25,49,83,1,defense
ENG-Premier League,2023,Manchester Utd,Jadon Sancho,ENG,"FW,MF",23,2000,0.9,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,0,0,defense
ENG-Premier League,2023,Manchester Utd,Jonny Evans,NIR,DF,35,1988,15.5,22,14,20,2,0,12,21,57.1,9,25,18,7,23,45,76,0,defense
ENG-Premier League,2023,Manchester Utd,Kobbie Mainoo,ENG,MF,18,2005,21.4,47,27,20,16,11,21,45,46.7,24,20,12,8,22,69,30,1,defense
ENG-Premier League,2023,Manchester Utd,Lisandro Martínez,ARG,DF,25,1998,7.2,12,8,8,4,0,5,12,41.7,7,10,8,2,5,17,26,0,defense
ENG-Premier League,2023,Manchester Utd,Luke Shaw,ENG,DF,28,1995,10.7,11,8,7,3,1,9,15,60.0,6,18,11,7,6,17,39,0,defense
ENG-Premier League,2023,Manchester Utd,Marcus Rashford,ENG,FW,25,1997,25.2,19,12,9,4,6,9,26,34.6,17,15,1,14,4,23,21,0,defense
ENG-Premier League,2023,Manchester Utd,Mason Mount,ENG,"MF,FW",24,1999,5.7,22,14,6,10,6,6,16,37.5,10,6,1,5,6,28,3,0,defense
ENG-Premier League,2023,Manchester Utd,Omari Forson,ENG,FW,19,2004,0.8,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0,defense
ENG-Premier League,2023,Manchester Utd,Raphaël Varane,FRA,DF,30,1993,15.3,18,11,10,7,1,10,14,71.4,4,23,18,5,15,33,88,0,defense
ENG-Premier League,2023,Manchester Utd,Rasmus Højlund,DEN,FW,20,2003,24.0,11,7,2,3,6,5,13,38.5,8,9,1,8,1,12,19,0,defense
ENG-Premier League,2023,Manchester Utd,Scott McTominay,SCO,"MF,FW",26,1996,21.1,49,25,23,24,2,22,33,66.7,11,34,12,22,14,63,54,0,defense
ENG-Premier League,2023,Manchester Utd,Sergio Reguilón,ESP,DF,26,1996,4.6,13,8,6,2,5,8,17,47.1,9,10,0,10,5,18,7,0,defense
ENG-Premier League,2023,Manchester Utd,Sofyan Amrabat,MAR,"MF,DF",26,1996,10.4,27,16,17,8,2,17,31,54.8,14,20,7,13,8,35,19,2,defense
ENG-Premier League,2023,Manchester Utd,Victor Lindelöf,SWE,DF,29,1994,14.8,15,10,8,7,0,5,13,38.5,8,18,9,9,12,27,40,1,defense
ENG-Premier League,2023,Manchester Utd,Willy Kambwala,FRA,DF,18,2004,3.7,3,1,1,2,0,1,3,33.3,2,6,3,3,4,7,14,1,defense
ENG-Premier League,2023,Newcastle Utd,Alex Murphy,IRL,"DF,FW",19,2004,0.1,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,0,0,defense
ENG-Premier League,2023,Newcastle Utd,Alexander Isak,SWE,FW,23,1999,25.1,5,0,2,1,2,2,8,25.0,6,16,1,15,6,11,13,0,defense
ENG-Premier League,2023,Newcastle Utd,Amadou Diallo,ENG,MF,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ENG-Premier League,2023,Newcastle Utd,Anthony Gordon,ENG,FW,22,2001,32.1,55,34,16,28,11,22,64,34.4,42,27,0,27,7,62,7,0,defense
ENG-Premier League,2023,Newcastle Utd,Ben Parkinson,ENG,FW,18,2005,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,defense
ENG-Premier League,2023,Newcastle Utd,Bruno Guimarães,BRA,MF,25,1997,36.3,88,53,45,32,11,40,77,51.9,37,52,14,38,35,123,20,0,defense
ENG-Premier League,2023,Newcastle Utd,Callum Wilson,ENG,FW,31,1992,11.0,5,3,0,2,3,0,4,0.0,4,6,0,6,2,7,4,0,defense
ENG-Premier League,2023,Newcastle Utd,Dan Burn,ENG,DF,31,1992,30.3,61,33,37,20,4,26,61,42.6,35,55,25,30,37,98,124,1,defense
ENG-Premier League,2023,Newcastle Utd,Elliot Anderson,ENG,"MF,FW",20,2002,11.4,24,18,12,9,3,15,29,51.7,14,23,4,19,8,32,23,0,defense
ENG-Premier League,2023,Newcastle Utd,Emil Krafth,SWE,DF,28,1994,10.1,21,14,10,7,4,12,25,48.0,13,8,3,5,9,30,21,0,defense
ENG-Premier League,2023,Newcastle Utd,Fabian Schär,SUI,DF,31,1991,33.9,42,24,27,13,2,18,40,45.0,22,50,38,12,36,78,133,1,defense
ENG-Premier League,2023,Newcastle Utd,Harvey Barnes,ENG,"FW,MF",25,1997,8.9,6,1,3,2,1,1,2,50.0,1,1,0,1,5,11,3,0,defense
ENG-Premier League,2023,Newcastle Utd,Jacob Murphy,ENG,"FW,DF",28,1995,13.2,20,10,8,4,8,12,26,46.2,14,17,0,17,6,26,16,0,defense
ENG-Premier League,2023,Newcastle Utd,Jamaal Lascelles,ENG,DF,29,1993,12.0,14,9,7,7,0,6,11,54.5,5,17,12,5,5,19,42,0,defense
ENG-Premier League,2023,Newcastle Utd,Joe White,ENG,MF,20,2002,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense
ENG-Premier League,2023,Newcastle Utd,Joe Willock,ENG,MF,23,1999,4.7,13,7,7,6,0,4,11,36.4,7,7,0,7,1,14,1,0,defense
ENG-Premier League,2023,Newcastle Utd,Joelinton,BRA,"MF,FW",26,1996,14.2,39,27,21,15,3,14,38,36.8,24,23,7,16,19,58,11,1,defense
ENG-Premier League,2023,Newcastle Utd,Kieran Trippier,ENG,DF,32,1990,24.8,57,27,30,16,11,37,77,48.1,40,41,8,33,24,81,57,3,defense
ENG-Premier League,2023,Newcastle Utd,Lewis Hall,ENG,DF,18,2004,8.7,28,18,17,10,1,17,28,60.7,11,17,2,15,12,40,22,1,defense
ENG-Premier League,2023,Newcastle Utd,Lewis Miley,ENG,MF,17,2006,13.4,33,21,6,20,7,15,32,46.9,17,20,3,17,8,41,18,2,defense
ENG-Premier League,2023,Newcastle Utd,Loris Karius,GER,GK,30,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense
ENG-Premier League,2023,Newcastle Utd,Martin Dúbravka,SVK,GK,34,1989,22.1,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,8,1,defense
ENG-Premier League,2023,Newcastle Utd,Matt Ritchie,SCO,"FW,MF",33,1989,1.4,5,3,2,2,1,2,4,50.0,2,3,2,1,1,6,5,0,defense
ENG-Premier League,2023,Newcastle Utd,Matt Targett,ENG,DF,27,1995,0.9,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,2,0,defense
ENG-Premier League,2023,Newcastle Utd,Michael Ndiweni,ENG,FW,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ENG-Premier League,2023,Newcastle Utd,Miguel Almirón,PAR,FW,29,1994,21.5,36,24,13,15,8,11,29,37.9,18,29,2,27,10,46,13,0,defense
ENG-Premier League,2023,Newcastle Utd,Nick Pope,ENG,GK,31,1992,14.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2,defense
ENG-Premier League,2023,Newcastle Utd,Paul Dummett,WAL,DF,31,1991,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,defense
ENG-Premier League,2023,Newcastle Utd,Sandro Tonali,ITA,MF,23,2000,4.9,7,7,4,2,1,3,9,33.3,6,3,0,3,2,9,4,0,defense
ENG-Premier League,2023,Newcastle Utd,Sean Longstaff,ENG,MF,25,1997,30.5,54,30,17,29,8,24,63,38.1,39,43,7,36,17,71,23,0,defense
ENG-Premier League,2023,Newcastle Utd,Sven Botman,NED,DF,23,2000,15.3,20,13,14,6,0,8,13,61.5,5,20,16,4,9,29,61,3,defense
ENG-Premier League,2023,Newcastle Utd,Valentino Livramento,ENG,DF,20,2002,14.6,23,13,15,6,2,10,21,47.6,11,16,7,9,25,48,41,1,defense
ENG-Premier League,2023,Nott'ham Forest,Andrew Omobamidele,IRL,DF,21,2002,8.7,10,3,9,1,0,5,8,62.5,3,12,8,4,13,23,42,1,defense
ENG-Premier League,2023,Nott'ham Forest,Andrey Santos,BRA,MF,19,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
ENG-Premier League,2023,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",21,2002,27.0,33,19,20,6,7,17,37,45.9,20,22,2,20,8,41,20,1,defense
ENG-Premier League,2023,Nott'ham Forest,Brandon Aguilera,CRC,FW,20,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ENG-Premier League,2023,Nott'ham Forest,Brennan Johnson,WAL,"FW,MF",22,2001,2.6,4,1,1,1,2,2,4,50.0,2,4,1,3,0,4,0,0,defense
ENG-Premier League,2023,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",22,2000,20.6,18,8,4,5,9,7,28,25.0,21,16,1,15,7,25,12,1,defense
ENG-Premier League,2023,Nott'ham Forest,Cheikhou Kouyaté,SEN,MF,33,1989,2.4,8,5,3,3,2,1,4,25.0,3,4,1,3,2,10,10,0,defense
ENG-Premier League,2023,Nott'ham Forest,Chris Wood,NZL,FW,31,1991,20.1,7,4,1,4,2,3,9,33.3,6,11,3,8,1,8,26,0,defense
ENG-Premier League,2023,Nott'ham Forest,Danilo,BRA,MF,22,2001,19.9,36,18,22,12,2,21,46,45.7,25,34,8,26,35,71,42,0,defense
ENG-Premier League,2023,Nott'ham Forest,Divock Origi,BEL,FW,28,1995,6.7,6,4,5,0,1,0,0,,0,6,0,6,2,8,4,0,defense
ENG-Premier League,2023,Nott'ham Forest,Felipe,BRA,DF,34,1989,4.2,12,9,9,3,0,9,12,75.0,3,4,1,3,4,16,12,0,defense
ENG-Premier League,2023,Nott'ham Forest,Gio Reyna,USA,"FW,MF",20,2002,2.6,7,3,4,0,3,3,6,50.0,3,3,0,3,2,9,0,0,defense
ENG-Premier League,2023,Nott'ham Forest,Gonzalo Montiel,ARG,DF,26,1997,8.9,22,19,12,8,2,16,29,55.2,13,8,3,5,9,31,31,1,defense
ENG-Premier League,2023,Nott'ham Forest,Harry Toffolo,ENG,DF,27,1995,16.2,26,14,20,6,0,15,24,62.5,9,34,13,21,14,40,49,0,defense
ENG-Premier League,2023,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,25,1997,11.5,42,23,25,13,4,12,29,41.4,17,24,7,17,16,58,21,0,defense
ENG-Premier League,2023,Nott'ham Forest,Joe Worrall,ENG,DF,26,1997,4.9,7,5,6,1,0,3,6,50.0,3,5,4,1,3,10,32,1,defense
ENG-Premier League,2023,Nott'ham Forest,Matt Turner,USA,GK,29,1994,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,4,defense
ENG-Premier League,2023,Nott'ham Forest,Matz Sels,BEL,GK,31,1992,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1,defense
ENG-Premier League,2023,Nott'ham Forest,Morgan Gibbs-White,ENG,"MF,FW",23,2000,35.1,36,24,6,20,10,14,33,42.4,19,31,8,23,17,53,21,0,defense
ENG-Premier League,2023,Nott'ham Forest,Moussa Niakhate,SEN,DF,27,1996,16.2,42,25,33,9,0,20,25,80.0,5,19,12,7,14,56,51,0,defense
ENG-Premier League,2023,Nott'ham Forest,Murillo,BRA,DF,21,2002,31.0,50,31,36,13,1,19,33,57.6,14,41,24,17,37,87,188,0,defense
ENG-Premier League,2023,Nott'ham Forest,Neco Williams,WAL,DF,22,2001,18.2,69,40,42,18,9,35,56,62.5,21,44,13,31,22,91,53,0,defense
ENG-Premier League,2023,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",25,1998,16.6,63,34,35,27,1,23,48,47.9,25,31,5,26,18,81,24,0,defense
ENG-Premier League,2023,Nott'ham Forest,Nuno Tavares,POR,DF,23,2000,5.1,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21,0,defense
ENG-Premier League,2023,Nott'ham Forest,Odisseas Vlachodimos,GRE,GK,29,1994,5.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,defense
ENG-Premier League,2023,Nott'ham Forest,Ola Aina,NGA,DF,26,1996,18.8,47,31,31,12,4,29,40,72.5,11,19,3,16,18,65,51,1,defense
ENG-Premier League,2023,Nott'ham Forest,Orel Mangala,BEL,MF,25,1998,17.4,27,13,16,10,1,14,29,48.3,15,12,6,6,26,53,32,0,defense
ENG-Premier League,2023,Nott'ham Forest,Rodrigo Ribeiro,POR,"MF,FW",18,2005,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,defense
ENG-Premier League,2023,Nott'ham Forest,Ryan Yates,ENG,MF,25,1997,22.1,66,40,39,21,6,20,36,55.6,16,42,15,27,21,87,44,1,defense
ENG-Premier League,2023,Nott'ham Forest,Scott McKenna,SCO,DF,26,1996,4.6,4,0,3,1,0,2,3,66.7,1,6,4,2,5,9,27,0,defense
ENG-Premier League,2023,Nott'ham Forest,Serge Aurier,CIV,"DF,MF",30,1992,9.3,20,14,9,11,0,5,11,45.5,6,10,3,7,9,29,36,1,defense
ENG-Premier League,2023,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,25,1997,11.6,9,7,1,4,4,1,2,50.0,1,7,2,5,1,10,9,0,defense
ENG-Premier League,2023,Nott'ham Forest,Willy Boly,CIV,DF,32,1991,16.0,46,29,36,9,1,22,40,55.0,18,32,21,11,25,71,90,0,defense
ENG-Premier League,2023,Sheffield Utd,Andre Brooks,ENG,"MF,DF",19,2003,10.4,22,13,7,11,4,9,21,42.9,12,13,1,12,14,36,20,0,defense
ENG-Premier League,2023,Sheffield Utd,Anel Ahmedhodžić,BIH,DF,24,1999,29.4,64,36,48,14,2,30,49,61.2,19,43,26,17,34,98,137,2,defense
ENG-Premier League,2023,Sheffield Utd,Anis Ben Slimane,TUN,MF,22,2001,4.7,11,6,5,2,4,4,10,40.0,6,7,1,6,5,16,7,0,defense
ENG-Premier League,2023,Sheffield Utd,Antwoine Hackford,ENG,FW,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ENG-Premier League,2023,Sheffield Utd,Auston Trusty,USA,DF,24,1998,28.6,47,30,31,13,3,21,43,48.8,22,41,22,19,35,82,153,3,defense
ENG-Premier League,2023,Sheffield Utd,Ben Brereton,CHI,"FW,MF",24,1999,12.3,9,4,4,4,1,4,10,40.0,6,9,3,6,3,12,12,0,defense
ENG-Premier League,2023,Sheffield Utd,Ben Osborn,ENG,"DF,MF",28,1994,15.2,22,9,11,9,2,8,17,47.1,9,18,2,16,8,30,30,0,defense
ENG-Premier League,2023,Sheffield Utd,Bénie Traoré,CIV,"FW,MF",20,2002,4.3,4,2,1,2,1,0,4,0.0,4,4,1,3,1,5,1,0,defense
ENG-Premier League,2023,Sheffield Utd,Cameron Archer,ENG,"FW,MF",22,2001,20.4,18,13,6,6,6,8,18,44.4,10,22,3,19,1,19,11,0,defense
ENG-Premier League,2023,Sheffield Utd,Chris Basham,ENG,"DF,MF",35,1988,3.6,7,2,4,3,0,2,9,22.2,7,9,4,5,5,12,17,0,defense
ENG-Premier League,2023,Sheffield Utd,Daniel Jebbison,ENG,FW,19,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense
ENG-Premier League,2023,Sheffield Utd,George Baldock,GRE,DF,30,1993,10.8,18,10,10,7,1,6,15,40.0,9,14,8,6,10,28,33,0,defense
ENG-Premier League,2023,Sheffield Utd,Gustavo Hamer,NED,MF,26,1997,32.3,39,21,17,15,7,16,59,27.1,43,33,9,24,29,68,35,0,defense
ENG-Premier League,2023,Sheffield Utd,Ivo Grbić,CRO,GK,27,1996,8.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,9,1,defense
ENG-Premier League,2023,Sheffield Utd,Jack Robinson,ENG,DF,29,1993,32.1,43,28,29,14,0,25,39,64.1,14,49,33,16,33,76,132,2,defense
ENG-Premier League,2023,Sheffield Utd,James Mcatee,ENG,"MF,FW",20,2002,20.2,32,21,9,13,10,13,33,39.4,20,20,0,20,11,43,18,0,defense
ENG-Premier League,2023,Sheffield Utd,Jayden Bogle,ENG,DF,23,2000,31.0,66,36,43,21,2,35,70,50.0,35,42,11,31,32,98,97,0,defense
ENG-Premier League,2023,Sheffield Utd,John Egan,IRL,DF,30,1992,5.4,6,4,4,2,0,4,11,36.4,7,10,4,6,13,19,39,1,defense
ENG-Premier League,2023,Sheffield Utd,John Fleck,SCO,"MF,DF",31,1991,1.0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,defense
ENG-Premier League,2023,Sheffield Utd,Luke Thomas,ENG,DF,22,2001,10.2,20,9,13,6,1,8,14,57.1,6,23,5,18,10,30,27,0,defense
ENG-Premier League,2023,Sheffield Utd,Mason Holgate,ENG,DF,26,1996,7.9,12,7,5,6,1,5,12,41.7,7,12,5,7,11,23,40,0,defense
ENG-Premier League,2023,Sheffield Utd,Max Lowe,ENG,"DF,MF",26,1997,5.6,21,10,13,5,3,8,15,53.3,7,10,4,6,5,26,15,0,defense
ENG-Premier League,2023,Sheffield Utd,Oliver Arblaster,ENG,MF,19,2004,10.5,23,14,11,8,4,7,15,46.7,8,17,7,10,16,39,9,0,defense
ENG-Premier League,2023,Sheffield Utd,Oliver McBurnie,SCO,FW,27,1996,14.2,17,7,4,7,6,5,12,41.7,7,18,2,16,5,22,28,0,defense
ENG-Premier League,2023,Sheffield Utd,Oliver Norwood,NIR,MF,32,1991,16.0,41,26,18,18,5,20,47,42.6,27,24,9,15,21,62,39,0,defense
ENG-Premier League,2023,Sheffield Utd,Rhian Brewster,ENG,"FW,MF",23,2000,3.8,5,1,1,2,2,0,2,0.0,2,2,0,2,1,6,2,0,defense
ENG-Premier League,2023,Sheffield Utd,Rhys Norrington-Davies,WAL,DF,24,1999,1.2,1,1,1,0,0,0,1,0.0,1,2,0,2,1,2,2,0,defense
ENG-Premier League,2023,Sheffield Utd,Ryan One,SCO,FW,17,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ENG-Premier League,2023,Sheffield Utd,Sam Curtis,IRL,DF,17,2005,0.3,1,0,1,0,0,1,2,50.0,1,2,0,2,0,1,0,0,defense
ENG-Premier League,2023,Sheffield Utd,Sydie Peck,ENG,MF,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ENG-Premier League,2023,Sheffield Utd,Tom Davies,ENG,MF,25,1998,2.5,10,5,4,3,3,3,9,33.3,6,2,1,1,3,13,6,1,defense
ENG-Premier League,2023,Sheffield Utd,Vinicius Souza,BRA,MF,24,1999,29.6,125,76,59,51,15,41,74,55.4,33,57,17,40,32,157,75,1,defense
ENG-Premier League,2023,Sheffield Utd,Wes Foderingham,ENG,GK,32,1991,29.4,5,3,5,0,0,5,6,83.3,1,0,0,0,0,5,18,6,defense
ENG-Premier League,2023,Sheffield Utd,William Osula,DEN,FW,19,2003,8.7,2,2,1,0,1,1,2,50.0,1,3,1,2,2,4,9,0,defense
ENG-Premier League,2023,Sheffield Utd,Yasser Larouci,ALG,DF,22,2001,5.9,17,9,10,5,2,10,14,71.4,4,6,1,5,7,24,20,1,defense
ENG-Premier League,2023,Tottenham,Alejo Véliz,ARG,FW,19,2003,0.6,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense
ENG-Premier League,2023,Tottenham,Ben Davies,WAL,DF,30,1993,12.1,24,17,13,8,3,16,21,76.2,5,17,15,2,10,34,35,0,defense
ENG-Premier League,2023,Tottenham,Brennan Johnson,WAL,FW,22,2001,23.2,26,15,14,5,7,12,31,38.7,19,37,1,36,10,36,12,1,defense
ENG-Premier League,2023,Tottenham,Bryan Gil,ESP,"FW,MF",22,2001,2.3,1,0,0,0,1,1,4,25.0,3,3,0,3,3,4,4,0,defense
ENG-Premier League,2023,Tottenham,Cristian Romero,ARG,DF,25,1998,31.0,66,40,35,25,6,32,44,72.7,12,46,22,24,44,110,106,1,defense
ENG-Premier League,2023,Tottenham,Dane Scarlett,ENG,FW,19,2004,0.2,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,defense
ENG-Premier League,2023,Tottenham,Davinson Sánchez,COL,DF,27,1996,0.9,0,0,0,0,0,0,0,,0,3,2,1,1,1,2,0,defense
ENG-Premier League,2023,Tottenham,Dejan Kulusevski,SWE,"FW,MF",23,2000,30.7,62,33,19,20,23,25,67,37.3,42,24,1,23,18,80,2,1,defense
ENG-Premier League,2023,Tottenham,Destiny Udogie,ITA,DF,20,2002,26.6,68,33,41,16,11,27,49,55.1,22,27,8,19,37,105,80,5,defense
ENG-Premier League,2023,Tottenham,Emerson,BRA,DF,24,1999,12.9,36,24,23,10,3,21,43,48.8,22,23,10,13,20,56,50,1,defense
ENG-Premier League,2023,Tottenham,Eric Dier,ENG,DF,29,1994,2.2,2,1,2,0,0,2,2,100.0,0,3,3,0,2,4,12,0,defense
